id,name,content,type
6110001,mobx,"MobX is an open source state management tool. MobX, a simple, scalable, and standalone state management library, follows functional reactive programming (FRP) implementation and prevents inconsistent state by ensuring that all derivations are performed automatically.

Visit the following resources to learn more:

- [MobX Official Website](https://mobx.js.org/)
- [Intro to MobX Tutorial](https://www.youtube.com/watch?v=WQQq1QbYlAw)
",concept
6110002,recoil,"Recoil is a new state management library built by the Facebook team that simplifies global state management.

Visit the following resources to learn more:

- [Recoil Official Website](https://recoiljs.org/)
- [Official Documentation](https://recoiljs.org/docs/introduction/getting-started)
- [Learn the basics of Recoil.js](https://www.youtube.com/watch?v=BchtCWxs7sA)
",concept
61101,angular,angular,topic
6110100,rxjs,"RxJS (Reactive Extensions for JavaScript) is a library for reactive programming using observables that makes it easier to compose asynchronous or callback-based code.

Visit the following resources to learn more:

- [RxJS Official Website](https://rxjs.dev/guide/overview)
- [RxJS Angular Docs](https://angular.io/guide/rx-library)
- [RxJS Crash Course](https://www.youtube.com/watch?v=PhggNGsSQyg)
- [RxJS Quick Start](https://www.youtube.com/watch?v=2LCo926NFLI)
",concept
6110101,ngrx,"NgRx is an open source library that provides reactive state management for your Angular applications

Visit the following resources to learn more:

- [Official Documentation](https://ngrx.io/docs)
- [Angular NgRx Redux Quick Start Tutorial](https://www.youtube.com/watch?v=2LCo926NFLI)
- [NgRx Course](https://www.youtube.com/watch?v=nuHBHD32iw8)
",concept
61102,vue js,vue js,topic
6110200,pinia,"Pinia is a store library for Vue.js, and can be used in Vue 2 and Vue 3, with the same API, except in SSR and its installation. It allows state sharing between pages and components around the application. As the documentation says, it is extensible, intuitive (by organization), has devtools support (in Vue.js devtools), inferred typed state even in javascript and more. In Pinia you can access, mutate, replace, use getters that works like computed, use actions, etc. The library is recommended by the official Vue.js documentation.

Visit the following resources to learn more:

- [Official Documentation](https://pinia.vuejs.org/)
",concept
61103,svelte,"Svelte is a javascript framework that unlike Vue and React does not use vertical DOM diffing but instead knows exactly what and where to update when the state changes. It's mainly focused on frontend and building user interfaces.

Visit the following resources to learn more:

- [Svelte Website](https://svelte.dev/)
- [Svelte Documentation](https://svelte.dev/docs)
- [Svelte Course Playlist for beginners](https://www.youtube.com/playlist?list=PL4cUxeGkcC9hlbrVO_2QFVqVPhlZmz7tO)
- [All About Svelte, the Much-Loved, State-Driven Web Framework](https://thenewstack.io/all-about-svelte-the-much-loved-state-driven-web-framework/)
- [Svelte and the Future of Frontend Development](https://thenewstack.io/svelte-and-the-future-of-front-end-development/)
",concept
61104,solid js,"Solid is a reactive JavaScript toolkit for building user interfaces without a virtual DOM. To ensure that only the relevant code is executed when a state update occurs, it compiles templates down to real DOM nodes once and wraps modifications into fine-grained reactions.

Visit the following resources to learn more:

- [Official Website - SolidJS](https://www.solidjs.com/)
- [SolidJS Tutorial](https://www.solidjs.com/tutorial/introduction_basics)
",concept
61105,qwik,"Qwik is a new kind of web framework that can deliver instant loading web applications at any size or complexity. Your sites and apps can boot with about 1kb of JS (regardless of application complexity), and achieve consistent performance at scale.

Read more about Qwik [on the official website](https://qwik.builder.io/).",concept
612,modern css,modern css,topic
61200,styled components,"Styled-components is a CSS-in-JS library that enables you to write regular CSS and attach it to JavaScript components. With styled-components, you can use the CSS you’re already familiar with instead of having to learn a new styling structure.

Visit the following resources to learn more:

- [Official Website](https://styled-components.com/)
- [Official Docs](https://styled-components.com/docs)
- [Styled Components Crash Course & Project](https://www.youtube.com/watch?v=02zO0hZmwnw)
",concept
61201,css modules,"CSS files in which all class names and animation names are scoped locally by default.

Visit the following resources to learn more:

- [Project GitHub Repository](https://github.com/css-modules/css-modules)
- [Using CSS Modules In React App](https://medium.com/@ralph1786/using-css-modules-in-react-app-c2079eadbb87)
- [CSS Modules: Why are they great?](https://www.youtube.com/watch?v=pKMWU9OrA2s)
",concept
61202,styled jsx,"Styled JSX is a CSS-in-JS library that allows you to write encapsulated and scoped CSS to style your components. The styles you introduce for one component won't affect other components, allowing you to add, change and delete styles without worrying about unintended side effects.

Visit the following resources to learn more:

- [Getting started](https://github.com/vercel/styled-jsx)
- [Styled JSX in Next.js: Master Next.js](https://www.youtube.com/watch?v=SM5uVbfgfdo)
",concept
61203,emotion,"Emotion is a library designed for writing css styles with JavaScript. It provides powerful and predictable style composition in addition to a great developer experience with features such as source maps, labels, and testing utilities. Both string and object styles are supported.

Visit the following resources to learn more:

- [Official Website and Docs](https://emotion.sh/docs/introduction)
- [Styled components using emotion in React](https://www.youtube.com/watch?v=yO3JU2bMLGA)
",concept
613,web components,web components,topic
61300,html templates,"The `<template>` HTML element is a mechanism for holding HTML that is not to be rendered immediately when a page is loaded but may be instantiated subsequently during runtime using JavaScript. Think of a template as a content fragment that is being stored for subsequent use in the document.

Visit the following resources to learn more:

- [Using templates and slots | MDN web docs](https://developer.mozilla.org/en-US/docs/Web/Web_Components/Using_templates_and_slots)
",concept
61301,custom elements,"One of the key features of the Web Components standard is the ability to create custom elements that encapsulate your functionality on an HTML page, rather than having to make do with a long, nested batch of elements that together provide a custom page feature.

Visit the following resources to learn more:

- [Using custom elements | MDN web docs](https://developer.mozilla.org/en-US/docs/Web/Web_Components/Using_custom_elements)
",concept
61302,shadow dom,"An important aspect of web components is encapsulation — being able to keep the markup structure, style, and behavior hidden and separate from other code on the page so that different parts do not clash, and the code can be kept nice and clean. The Shadow DOM API is a key part of this, providing a way to attach a hidden separated DOM to an element.

Visit the following resources to learn more:

- [Using shadow DOM | MDN web docs](https://developer.mozilla.org/en-US/docs/Web/Web_Components/Using_shadow_DOM)
",concept
614,css frameworks,css frameworks,topic
61400,css first,css first,topic
6140000,bootstrap,"Quickly design and customize responsive mobile-first sites with Bootstrap, the world’s most popular front-end open source toolkit, featuring Sass variables and mixins, responsive grid system, extensive prebuilt components, and powerful JavaScript plugins.

Visit the following resources to learn more:

- [Bootstrap Website](https://getbootstrap.com)
- [Bootstrap Official Blog](https://blog.getbootstrap.com/2022/07/19/bootstrap-5-2-0/)
- [Bootstrap CSS Framework - Full Course for Beginners](https://www.youtube.com/watch?v=-qfEOE4vtxE)
",concept
6140001,bulma,"Bulma is a free, open source framework that provides ready-to-use frontend components that you can easily combine to build responsive web interfaces.

Visit the following resources to learn more:

- [Bulma Website](https://bulma.io/)
- [Learn Bulma CSS](https://scrimba.com/learn/bulma)
- [How To Build A ? Responsive Blog Design With Bulma CSS](https://www.freecodecamp.org/news/how-to-build-a-responsive-blog-design-with-bulma-css-c2257a17c16b)
- [Bulma CSS Tutorial](https://youtube.com/playlist?list=PL4cUxeGkcC9iXItWKbaQxcyDT1u6E7a8a)
",concept
61401,js first,js first,topic
6140100,tailwind css,"CSS Framework that provides atomic CSS classes to help you style components e.g. `flex`, `pt-4`, `text-center` and `rotate-90` that can be composed to build any design, directly in your markup.

Visit the following resources to learn more:

- [Tailwind Website](https://tailwindcss.com)
- [Tailwind CSS Full Course for Beginners](https://www.youtube.com/watch?v=lCxcTsOHrjo)
- [Tailwind CSS Crash Course](https://www.youtube.com/watch?v=UBOj6rqRUME)
- [Should You Use Tailwind CSS?](https://www.youtube.com/watch?v=hdGsFpZ0J2E)
- [Official Screencasts](https://www.youtube.com/c/TailwindLabs/videos)
",concept
6140101,chakra ui,"Chakra UI is a simple, modular and accessible component library that gives you the building blocks you need to build your React applications.

Visit the following resources to learn more:

- [Chakra UI Website](https://chakra-ui.com/)
- [Chakra UI Official Getting Started](https://chakra-ui.com/docs/getting-started)
- [Why You Should Start Using Chakra UI](https://www.freecodecamp.org/news/why-should-you-start-using-chakraui/)
- [Build a Modern User Interface with Chakra UI](https://egghead.io/courses/build-a-modern-user-interface-with-chakra-ui-fac68106)
- [Official Getting Started Video](https://youtu.be/wI2vqXsjsIo)
- [Chakra UI Crash Course](https://youtu.be/s-bIsz-NR3c)
",concept
6140102,material ui,"Material-UI is an open-source framework that features React components that implement Google’s Material Design.

Visit the following resources to learn more:

- [Official Website](https://mui.com/)
- [Official Documentation](https://mui.com/getting-started/installation/)
- [Material UI React Tutorial](https://www.youtube.com/watch?v=vyJU9efvUtQ)
",concept
6140103,radix ui,"An open-source UI component library for building high-quality, accessible design systems and web apps.

Visit the following resources to learn more:

- [Official Website](https://www.radix-ui.com/)
- [Official Documentation](https://www.radix-ui.com/docs/primitives/overview/introduction)
",concept
6140104,shadcn ui,"Shadcn UI are beautifully designed components that you can copy and paste into your apps. Accessible. Customizable. Open Source. They are built with Tailwind CSS and Radix UI.

- [Official Website](https://ui.shadcn.com/)
- [Official GitHub Repository](https://github.com/shadcn-ui/ui)",concept
6140105,mantine,"Mantine is a React components library with more than 100 customizable components and 40 hooks to cover you in any situation.

Visit the following resources to learn more:

- [Mantine Website](https://mantine.dev/)
- [Usage with Create React App](https://mantine.dev/guides/cra/)
- [5 Mantine Hooks for UI management](https://blog.logrocket.com/5-mantine-hooks-simplifying-ui-management-react/)
",concept
6140106,daisy ui,"Component library around Tailwind CSS that comes with several built-in components.

Visit the following resources to learn more:

- [DaisyUI Website](https://daisyui.com/)
- [DaisyUI Documentation](https://daisyui.com/docs/install/)
",concept
615,testing your apps,testing your apps,topic
61500,jest,"Jest is a delightful JavaScript Testing Framework with a focus on simplicity.
It works with projects using: Babel, TypeScript, Node, React, Angular, Vue and more!

Visit the following resources to learn more:

- [Jest Website](https://jestjs.io/)
",concept
61501,vitest,"Vitest is a fast Vite-native unit test framework with out-of-box ESM, TypeScript and JSX support.
Works on React, Vue, Svelte and more projects created with Vite

Visit the following resources to learn more:

- [Vitest Website](https://vitest.dev/)
",concept
61502,cypress,"Cypress framework is a JavaScript-based end-to-end testing framework built on top of Mocha – a feature-rich JavaScript test framework running on and in the browser, making asynchronous testing simple and convenient. It also uses a BDD/TDD assertion library and a browser to pair with any JavaScript testing framework.

Visit the following resources to learn more:

- [Official Website](https://www.cypress.io/)
- [Official Documentation](https://docs.cypress.io/guides/overview/why-cypress#Other)
- [Cypress End-to-End Testing](https://www.youtube.com/watch?v=7N63cMKosIE)
",concept
61503,playwright,"Playwright is an open-source test automation library initially developed by Microsoft contributors. It supports programming languages such as Java, Python, C#, and NodeJS. Playwright comes with Apache 2.0 License and is most popular with NodeJS with Javascript/Typescript.

Visit the following resources to learn more:

- [Playwright Website](https://playwright.dev/)
- [Playwright Tutorial: Learn Basics and Setup](https://www.browserstack.com/guide/playwright-tutorial)
- [Playwright, a Time-Saving End-to-End Testing Framework](https://thenewstack.io/playwright-a-time-saving-end-to-end-testing-framework/)
",concept
61504,jasmine,"Jasmine is a behavior-driven development framework for testing JavaScript code. It does not depend on any other JavaScript frameworks. It does not require a DOM. And it has a clean, obvious syntax so that you can easily write tests. It provides utilities that can be used to run automated tests for both synchronous and asynchronous code.

Visit the following resources to learn more:

- [Official Website](https://jasmine.github.io/)
- [Official Docs](https://jasmine.github.io/pages/docs_home.html)
- [Official Repository](https://github.com/jasmine/jasmine)
- [Javascript Unit Testing with Jasmine](https://www.youtube.com/watch?v=rw4KlxKEENQ)
",concept
61505,mocha,"Mocha is a feature-rich JavaScript test framework running on Node.js and in the browser, making asynchronous testing simple and fun. Mocha tests run serially, allowing for flexible and accurate reporting, while mapping uncaught exceptions to the correct test cases.

Visit the following resources to learn more:

- [Official Website and Docs](https://mochajs.org/)
- [Testing Node.js with Mocha](https://www.youtube.com/watch?v=Bs68k6xfR3E)
",concept
61506,chai,"Chai is a BDD / TDD assertion library for node and the browser that can be delightfully paired with any javascript testing framework.

Visit the following resources to learn more:

- [Official Website and Docs](https://www.chaijs.com/)
- [Official Docs](https://www.chaijs.com/guide/)
- [Intro To JavaScript Unit Testing With Mocha JS & Chai](https://www.youtube.com/watch?v=MLTRHc5dk6s)
",concept
61507,ava,"Ava is a JavaScript test runner. It utilizes the async I/O nature of Node and runs concurrent tests, thereby vastly decreasing your test times.

Visit the following resources to learn more:

- [Official Repository](https://github.com/avajs/ava)
- [Testing your Node.js applications with Ava.js](https://www.freecodecamp.org/news/testing-your-nodejs-applications-with-ava-js-99e806a226a7/)
- [AVA Tutorial](https://www.youtube.com/watch?v=RxLW6-3dk5A)
",concept
616,auth strategies,"Authentication strategies are methods or techniques used to verify the identity of a user or system in order to grant access to a protected resource. There are several different authentication strategies that can be used, including:

- Basic Authentication
- Session Based Authentication
- Token Based Authentication
- JWT Authentication
- OAuth
- SSO

You don't necessarily need to learn all of these, how to implement and the ins and outs from the get go. But it's important to know what they are and how they work. This will help you make better decisions when choosing an authentication strategy for your application.

Visit the following resources to learn more:

- [Basic Authentication](https://roadmap.sh/guides/basic-authentication)
- [Session Based Authentication](https://roadmap.sh/guides/session-authentication)
- [Token Based Authentication](https://roadmap.sh/guides/token-authentication)
- [JWT Authentication](https://roadmap.sh/guides/jwt-authentication)
- [OAuth](https://roadmap.sh/guides/oauth)
- [SSO - Single Sign On](https://roadmap.sh/guides/sso)
",concept
617,type checkers,type checkers,topic
61700,typescript,"TypeScript is a strongly typed programming language that builds on JavaScript, giving you better tooling at any scale.

Visit the following resources to learn more:

- [Official Website](https://www.typescriptlang.org/)
- [Official Docs for Deep Dives](https://www.typescriptlang.org/docs/)
- [The TypeScript Handbook](https://www.typescriptlang.org/docs/handbook/intro.html)
- [TypeScript Tutorial](https://www.tutorialspoint.com/typescript/index.htm)
- [Scrimba — TypeScript Basics](https://scrimba.com/learn/typescript)
- [TypeScript for Beginners](https://www.youtube.com/watch?v=BwuLxPH8IDs)
- [What Is TypeScript?](https://thenewstack.io/what-is-typescript/)
- [TypeScript Tutorial: Go beyond ‘Hello, World!’](https://thenewstack.io/typescript-tutorial-go-beyond-hello-world/)
- [TypeScript Tutorial: A Guide to Using the Programming Language](https://thenewstack.io/typescript-tutorial-a-guide-to-using-the-programming-language/)
",concept
61701,flow,"Flow is a static type checker, designed to find type errors in JavaScript programs.

Visit the following resources to learn more:

- [Official Website](https://flow.org/)
- [Official Documentation](https://flow.org/en/docs/)
- [Flow for Beginners](https://www.youtube.com/watch?v=0HlqX4lQZas)
",concept
618,progressive web apps,progressive web apps,topic
61800,storage,"The Web Storage API provides mechanisms for storing key-value pairs in a web browser. It includes two storage objects: localStorage and sessionStorage, which allow you to save data on the client side and persist it across multiple browser sessions, respectively.

The Web Storage API is designed to be simple and easy to use, and it is widely supported across modern web browsers. It is often used as an alternative to cookies, as it allows for larger amounts of data to be stored and is more efficient in terms of performance.

Visit the following resources to learn more:

- [Web Storage API - MDN](https://developer.mozilla.org/en-US/docs/Web/API/Web_Storage_API)
",concept
61801,web sockets,"Web Sockets is a technology that allows for full-duplex communication over a single TCP connection. It enables real-time, bi-directional communication between a client and a server, and is typically used in applications that require high-speed, low-latency communication, such as online gaming and real-time data streaming.

Web Sockets utilizes a persistent connection between a client and a server, allowing for continuous data exchange without the need for the client to send additional requests to the server. This makes it more efficient and faster than other technologies, such as HTTP, which require a new request to be sent for each piece of data.

Web Sockets is supported by most modern web browsers and can be used with a variety of programming languages and frameworks.

Visit the following resources to learn more:

- [Web Sockets - MDN](https://developer.mozilla.org/en-US/docs/Web/API/WebSockets_API)
",concept
61802,server sent events,"Server-Sent Events (SSE) is a technology that allows a web server to push data to a client in real-time. It uses an HTTP connection to send a stream of data from the server to the client, and the client can listen for these events and take action when they are received.

SSE is useful for applications that require real-time updates, such as chat systems, stock tickers, and social media feeds. It is a simple and efficient way to establish a long-lived connection between a client and a server, and it is supported by most modern web browsers.

To use SSE, the client must create an EventSource object and specify the URL of the server-side script that will send the events. The server can then send events by writing them to the response stream with the proper formatting.

Visit the following resources to learn more:

- [Server-Sent Events - MDN](https://developer.mozilla.org/en-US/docs/Web/API/Server-sent_events)
",concept
61803,service workers,"Service Workers are a type of web worker that acts as a proxy between a web page and the network, allowing web developers to build offline-first and reliable applications. Service Workers can intercept network requests, access the cache, and make decisions on how to respond to a request based on the available resources.

Service Workers are written in JavaScript and are registered by a web page. Once registered, they can control the page and all its requests, even when the page is not open in a browser. This allows Service Workers to enable features such as push notifications, background synchronization, and offline support.

Service Workers are supported by most modern web browsers, and they are an essential component of progressive web applications (PWAs).

Visit the following resources to learn more:

- [Service Workers - MDN](https://developer.mozilla.org/en-US/docs/Web/API/Service_Worker_API)
",concept
61804,location,"The Geolocation API is a web API that provides access to the device's location data, such as latitude and longitude. It allows web developers to build location-based applications, such as mapping and location sharing, by using the device's GPS, Wi-Fi, and other sensors to determine the user's location.

To use the Geolocation API, a web page must first request permission from the user to access their location. If permission is granted, the page can then use the `navigator.geolocation` object to access the device's location data. The API provides several methods for getting the user's current location, watching for location changes, and calculating distances between two locations.

Visit the following resources to learn more:

- [Geolocation API - MDN](https://developer.mozilla.org/en-US/docs/Web/API/Geolocation_API)
",concept
61805,notifications,"The Notifications API is a web API that allows web pages to display system-level notifications to the user. These notifications can be used to alert the user of important events, such as new messages or updates, even when the web page is not open in the browser.

To use the Notifications API, a web page must first request permission from the user to display notifications. If permission is granted, the page can then use the `Notification` constructor to create a new notification and display it to the user. The notification can include a title, body text, and an icon, and it can be customized with options such as a timeout and a click action.

Visit the following resources to learn more:

- [Notifications API - MDN](https://developer.mozilla.org/en-US/docs/Web/API/Notifications_API)
- [Create React Notifications With the Web Notifications API](https://www.youtube.com/watch?v=mfrppinfmz0)",concept
61806,device orientation,"The Device Orientation API is a web API that provides access to the device's orientation and motion data, such as its pitch, roll, and yaw. It allows web developers to build applications that can respond to the device's orientation and motion, such as augmented reality and motion-controlled games.

To use the Device Orientation API, a web page must first request permission from the user to access the device's orientation data. If permission is granted, the page can then use the DeviceOrientationEvent object to access the device's orientation data and respond to changes in orientation. The API provides several properties for accessing the device's orientation and motion data, as well as events for detecting changes in orientation.

The Device Orientation API is supported by most modern web browsers and is often used in conjunction with other APIs, such as the Geolocation API, to build location-based applications.

Visit the following resources to learn more:

- [Device Orientation API - MDN](https://developer.mozilla.org/en-US/docs/Web/API/Device_orientation_events)
",concept
61807,payments,"The Payment Request API is a web API that allows web developers to build checkout flows within their web applications. It provides a standardized, browser-based interface for collecting payment and shipping information from the user, and it supports a wide range of payment methods, including credit cards, debit cards, and digital wallets.

To use the Payment Request API, a web page must first create a `PaymentRequest` object and specify the payment and shipping options that are available to the user. The page can then invoke the Payment Request UI by calling the `show()` method on the `PaymentRequest` object. The user can then select their preferred payment and shipping options and confirm the payment, at which point the Payment Request API will return a payment response object that can be used to complete the transaction.

The Payment Request API is supported by most modern web browsers and is designed to be simple and efficient for both the developer and the user.

Visit the following resources to learn more:

- [Payment Request API - MDN](https://developer.mozilla.org/en-US/docs/Web/API/Payment_Request_API)
",concept
61808,credentials,"The Credential Management API is a web API that allows web developers to integrate password-based and federated login flows into their applications. It provides a standardized, browser-based interface for storing and retrieving user credentials, such as username and password combinations and OAuth tokens.

To use the Credential Management API, a web page must first create a Credential object and specify the credentials that the user wishes to store. The page can then use the navigator.credentials object to store and retrieve the user's credentials. The API provides several methods for storing and retrieving credentials, as well as for prompting the user to sign in or sign up.

The Credential Management API is supported by most modern web browsers and is designed to improve the security and usability of login flows by allowing the user to store and reuse their credentials across multiple sites and devices.

Visit the following resources to learn more:

- [Credential Management API - MDN](https://developer.mozilla.org/en-US/docs/Web/API/Credential_Management_API)
",concept
61809,prpl pattern,"The PRPL pattern is a performance optimization pattern for web applications that focuses on minimizing the time it takes for the initial rendering of a web page. It stands for Push, Render, Pre-cache, and Lazy-load, and it involves the following steps:

- Push: Prioritize the delivery of critical resources, such as HTML, CSS, and JavaScript, to the client as early as possible.
- Render: Start rendering the web page as soon as the critical resources are received, even if some non-critical resources are still being downloaded.
- Pre-cache: Pre-cache non-critical resources in the background so that they are available when needed.
- Lazy-load: Defer the loading of non-critical resources until they are needed, such as when the user scrolls to them or interacts with them.

The PRPL pattern is designed to improve the perceived performance of a web page by reducing the time it takes for the page to become interactive. It is particularly useful for applications that are served over slow or unreliable networks, as it allows the page to render as quickly as possible and then gradually load the remaining resources.

Visit the following resources to learn more:

- [PRPL Pattern - Google Developers](https://developers.google.com/web/fundamentals/performance/prpl-pattern)
",concept
61810,rail model,"The RAIL model is a performance optimization model for web applications that focuses on improving the perceived performance of a web page. It stands for Response, Animation, Idle, and Load, and it involves the following four performance goals:

- Response: The time it takes for the web page to respond to user input should be under 100 milliseconds.
- Animation: The time it takes for an animation to run should be under 10 milliseconds.
- Idle: The web page should take advantage of idle time to perform non-critical tasks.
- Load: The time it takes for the web page to fully load should be under 1 second.

The RAIL model is designed to provide a framework for optimizing the performance of a web page by focusing on the four key areas that impact the user's perception of performance. It is particularly useful for applications that require high levels of interactivity, such as games and social media applications.

Visit the following resources to learn more:

- [RAIL Model - Google Developers](https://developers.google.com/web/fundamentals/performance/rail)
",concept
61811,performance metrics,"Web performance metrics are quantitative measures of the performance of a web page or application. They are used to assess the speed and efficiency of a web page, and they can help identify areas for improvement. Some common web performance metrics include:

- Load time: The time it takes for a web page to fully load and become interactive.
- First contentful paint (FCP): The time it takes for the first content to appear on the page.
- Time to interactive (TTI): The time it takes for the page to become fully interactive.
- First input delay (FID): The time it takes for the page to respond to the first user input.
- Total blocking time (TBT): The time it takes for the page to become fully interactive, taking into account the time spent blocking the main thread.

There are many tools and techniques available for measuring web performance metrics, including browser dev tools, performance monitoring tools, and web performance APIs. By tracking these metrics and analyzing the results, web developers can identify areas for improvement and optimize the performance of their web pages.

Visit the following resources to learn more:

- [Web Performance Metrics - Google Developers](https://developers.google.com/web/fundamentals/performance/user-centric-performance-metrics)
- [Measuring performance and user experience - Google Developers](https://web.dev/metrics/)
- [Measuring performance and user experience - MDN](https://developer.mozilla.org/en-US/docs/Web/Guide/Performance)
",concept
61812,lighthouse,"Lighthouse is an open-source tool developed by Google that is used to audit the performance, accessibility, and SEO of web pages. It is available as a browser extension and as a command-line tool, and it can be run on any web page to generate a report with recommendations for improvement.

Lighthouse works by simulating the load and interaction of a web page and measuring various performance metrics, such as load time, time to first paint, and time to interactive. It also checks for common issues such as incorrect image sizes, missing alt text, and broken links.

Lighthouse provides a comprehensive and easy-to-use tool for identifying and fixing performance and accessibility issues on web pages. It is widely used by web developers and is integrated into many popular development tools.

Visit the following resources to learn more:

- [Lighthouse - Google Developers](https://developers.google.com/web/tools/lighthouse)
- [Improving Load Performance - Chrome DevTools 101](https://www.youtube.com/watch?v=5flw5q5odie)",concept
61813,browser devtools,"Most of the browsers have built-in developer tools that help you perform web development specific tasks on a webpage. My personal recommendation would be to use Chrome DevTools as it is the most advanced and has the most features. However, if you are using a different browser, you can still use the DevTools to debug your web application.

Chrome DevTools is a set of web development tools built into the Google Chrome browser. It allows web developers to debug and optimize web pages by providing a range of features for inspecting and manipulating the page's HTML, CSS, and JavaScript.

Some of the features provided by Chrome DevTools include:

- **Elements panel**: Inspect and modify the page's HTML and CSS.
- **Console panel**: View and debug JavaScript errors and log messages.
- **Network panel**: Monitor network requests and responses, and analyze performance issues.
- **Performance panel**: Analyze the performance of the page and identify bottlenecks.
- **Application panel**: Inspect the page's resources, such as cookies and local storage.

Chrome DevTools is a powerful and essential tool for web developers, and it is widely used to debug and optimize web pages. It is constantly updated with new features and improvements, and it is available on all modern web browsers.

Visit the following resources to learn more:

- [Chrome DevTools - Google Developers](https://developers.google.com/web/tools/chrome-devtools)
",concept
619,server side rendering,server side rendering,topic
61900,react js,react js,topic
6190000,next js,"Next.js is an open-source development framework built on top of Node.js enabling React based web applications functionalities such as server-side rendering and generating static websites.

Visit the following resources to learn more:

- [Official Website](https://nextjs.org/)
- [Official Docs for Getting Started](https://nextjs.org/docs/getting-started)
- [Mastering Next.js](https://masteringnextjs.com/)
- [The Next.js Handbook — freeCodeCamp](https://www.freecodecamp.org/news/the-next-js-handbook/)
- [Next.js for Beginners - freeCodeCamp](https://youtu.be/1WmNXEVia8I)
",concept
6190001,after js,"After.js is an open-source JavaScript framework for developing SSR (Server Side Rendering) based applications. It is similar to the Next.js framework for server-rendered React apps but uses React Router instead of a folder structure based router like Next.js

Visit the following resources to learn more:

- [Official GitHub repository](https://github.com/jaredpalmer/after.js)
- [Documentation](https://www.npmjs.com/package/@jaredpalmer/after)
",concept
6190002,remix,"Remix is a full stack web framework that lets you focus on the user interface and work back through web standards to deliver a fast, slick, and resilient user experience. People are gonna love using your stuff.

Visit the following resources to learn more:

- [Official Website](https://remix.run/)
- [Official Docs for Getting Started](https://remix.run/docs/en/v1#getting-started)
",concept
61901,angular,angular,topic
6190100,universal,"The Angular Universal project is a community driven project to expand on the core APIs from Angular (platform-server) to enable developers to do the server side rendering of Angular applications. It mainly uses express to render pages on pages on node.js server.

Visit the following resources to learn more:

- [Server-side rendering (SSR) with Angular Universal](https://angular.io/guide/universal)
",concept
61902,vue js,vue js,topic
6190200,nuxt js,"Nuxt.js is a free and open source JavaScript library based on Vue.js, Node.js, Webpack and Babel.js. Nuxt is inspired by Next.js, which is a framework of similar purpose, based on React.js.

Visit the following resources to learn more:

- [Nuxt Website](https://nuxtjs.org/)
- [Nuxt Docs](https://nuxtjs.org/docs/get-started/installation)
- [Nuxt Tutorials](https://nuxtjs.org/tutorials)
- [Get Started with Nuxt](https://explorers.netlify.com/learn/get-started-with-nuxt)
- [Nuxt.js Fundamentals](https://vueschool.io/courses/nuxtjs-fundamentals)
",concept
61903,svelte,svelte,topic
6190300,svelte kit,"Svelte Kit is a framework for building web applications with the Svelte JavaScript framework. It is designed to be a complete solution for building web applications, with support for server-side rendering, automatic code splitting, and optimized performance.

Visit the following resources to learn more:

- [Svelte Kit Official Website](https://kit.svelte.dev/)
- [Official Svelte Kit Docs](https://kit.svelte.dev/docs/introduction)
",concept
620,graphql,graphql,topic
62000,apollo,"Apollo is a platform for building a unified graph, a communication layer that helps you manage the flow of data between your application clients (such as web and native apps) and your back-end services.

Visit the following resources to learn more:

- [Apollo Website](https://www.apollographql.com)
- [Official Docs](https://www.apollographql.com/docs/)
- [Official YouTube Channel](https://www.youtube.com/c/ApolloGraphQL/)
- [GraphQL With React Tutorial - Apollo Client](https://www.youtube.com/watch?v=YyUWW04HwKY)
",concept
62001,relay modern,"Relay is a JavaScript client used in the browser to fetch GraphQL data. It's a JavaScript framework developed by Facebook for managing and fetching data in React applications. It is built with scalability in mind in order to power complex applications like Facebook. The ultimate goal of GraphQL and Relay is to deliver instant UI-response interactions.

Visit the following resources to learn more:

- [Official Website](https://relay.dev/)
- [Introduction to Relay modern](https://relay.dev/docs/)
",concept
621,static site generators,static site generators,topic
62100,next js,"Next.js is an open-source development framework built on top of Node.js
enabling React based web applications functionalities such as server-side
rendering and generating static websites.

Visit the following resources to learn more:

- [Official Website](https://nextjs.org/)
- [Official Docs for Getting Started](https://nextjs.org/docs/getting-started)
- [The Next.js Handbook — FreeCodeCamp](https://www.freecodecamp.org/news/the-next-js-handbook/)
- [Mastering Next.js](https://masteringnextjs.com/)
- [Next.js for Beginners - Full Course at freeCodeCamp YouTube Channel](https://youtu.be/1WmNXEVia8I)
",concept
62101,gatsbyjs,"Gatsby is a React-based open source framework with performance, scalability and security built-in.

Visit the following resources to learn more:

- [Gatsby Website](https://www.gatsbyjs.com/)
- [Gatsby Docs](https://www.gatsbyjs.com/docs)
- [Gatsby Tutorial](https://youtube.com/playlist?list=PL4cUxeGkcC9hw1g77I35ZivVLe8k2nvjB)
- [Getting Started with Gatsby, the Cloud Native Static Site Generator](https://thenewstack.io/getting-started-with-gatsby-the-cloud-native-static-site-generator/)
- [Static Site Revolution: Top Websites Built with Gatsby](https://thenewstack.io/static-site-revolution-top-websites-built-with-gatsby/)
",concept
